Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
ORC4	0	0	0	0	1	0	0	0	0	1	1	1
ORC5	0	0	0	0	1	0	0	0	0	1	1	1
ORMDL3	0	0	0	0	1	0	0	0	0	1	1	1
OSBPL11	0	0	0	0	1	0	0	0	0	1	1	1
OSBPL1A	1	0	0	0	0	0	0	0	0	1	1	1
OSBPL2	0	0	0	0	1	0	0	0	0	1	1	1
OSBPL3	0	0	0	0	1	0	0	0	0	1	1	1
OSBPL5	0	0	0	0	1	0	0	0	0	1	1	1
OSBPL6	0	0	0	0	1	0	0	0	0	1	1	1
OSBPL8	0	0	0	0	1	0	0	0	0	1	1	1
OSCP1	1	0	0	0	0	0	0	0	0	1	1	1
OSTC	1	0	0	0	0	0	0	0	0	1	1	1
OSTN	0	0	0	0	1	0	0	0	0	1	1	1
OTOA	0	0	0	0	1	0	0	0	0	1	1	1
OTUB2	0	0	0	0	1	0	0	0	0	1	1	1
OTUD3	0	0	0	0	1	0	0	0	0	1	1	1
OTUD6A	0	0	0	0	1	0	0	0	0	1	1	1
OTUD6B	0	0	0	0	1	0	0	0	0	1	1	1
OTUD7A	1	0	0	0	0	0	0	0	0	1	1	1
OTULIN	1	0	0	0	0	0	0	0	0	1	1	1
OTULINL	1	0	0	0	0	0	0	0	0	1	1	1
OVCH2	0	0	0	0	1	0	0	0	0	1	1	1
OVOL2	0	0	0	0	1	0	0	0	0	1	1	1
OXA1L	0	0	0	0	1	0	0	0	0	1	1	1
OXCT1	0	0	0	0	0	0	0	1	0	1	1	1
OXER1	0	0	0	0	1	0	0	0	0	1	1	1
OXSR1	0	0	0	0	1	0	0	0	0	1	1	1
P2RX3	0	0	0	0	1	0	0	0	0	1	1	1
P2RX6	0	0	0	0	1	0	0	0	0	1	1	1
P2RX7	0	0	0	0	1	0	0	0	0	1	1	1
P2RY14	0	0	0	0	1	0	0	0	0	1	1	1
P2RY2	0	0	0	0	1	0	0	0	0	1	1	1
P2RY8	0	0	0	0	1	0	0	0	0	1	1	1
P3H4	0	0	0	0	1	0	0	0	0	1	1	1
P4HA1	0	0	0	0	0	0	0	1	0	1	1	1
P4HA2	0	0	0	0	0	1	0	0	0	1	1	1
PABPC1	0	0	0	0	1	0	0	0	0	1	1	1
PABPC5	0	0	0	0	1	0	0	0	0	1	1	1
PACS1	0	0	0	0	1	0	0	0	0	1	1	1
PACSIN1	0	0	0	0	0	0	0	1	0	1	1	1
PACSIN3	0	0	0	0	1	0	0	0	0	1	1	1
PAF1	0	0	0	0	1	0	0	0	0	1	1	1
PAFAH2	0	0	0	0	1	0	0	0	0	1	1	1
PAGE3	0	0	0	0	1	0	0	0	0	1	1	1
PAGE4	0	0	0	0	1	0	0	0	0	1	1	1
PAGE5	0	0	0	0	1	0	0	0	0	1	1	1
PAIP2	0	0	0	0	0	0	0	0	1	1	1	1
PAK1	0	0	0	0	1	0	0	0	0	1	1	1
PAK5	0	0	0	0	1	0	0	0	0	1	1	1
PAK6	0	0	0	0	1	0	0	0	0	1	1	1
PALLD	0	0	0	0	1	0	0	0	0	1	1	1
PALM2AKAP2	0	0	0	0	0	1	0	0	0	1	1	1
PAMR1	0	0	0	0	1	0	0	0	0	1	1	1
PAN2	0	0	0	0	1	0	0	0	0	1	1	1
PANK1	1	0	0	0	0	0	0	0	0	1	1	1
PANK3	1	0	0	0	0	0	0	0	0	1	1	1
PAPPA	0	0	0	0	1	0	0	0	0	1	1	1
PAPPA2	0	0	0	0	1	0	0	0	0	1	1	1
PAPSS1	0	0	0	0	1	0	0	0	0	1	1	1
PAPSS2	0	0	0	0	1	0	0	0	0	1	1	1
PAQR3	0	0	0	0	1	0	0	0	0	1	1	1
PAQR5	0	0	0	0	1	0	0	0	0	1	1	1
PAQR6	0	0	0	0	0	0	0	1	0	1	1	1
PAQR7	0	0	1	0	0	0	0	0	0	1	1	1
PAQR8	0	0	0	0	0	1	0	0	0	1	1	1
PARP1	0	0	0	0	1	0	0	0	0	1	1	1
PARP11	0	0	0	0	1	0	0	0	0	1	1	1
PARP12	1	0	0	0	0	0	0	0	0	1	1	1
PARP15	0	0	0	0	1	0	0	0	0	1	1	1
PARP16	0	0	0	0	1	0	0	0	0	1	1	1
PARP3	0	0	0	0	1	0	0	0	0	1	1	1
PARP6	0	0	0	0	0	0	0	1	0	1	1	1
PARP8	0	0	0	0	1	0	0	0	0	1	1	1
PARPBP	1	0	0	0	0	0	0	0	0	1	1	1
PARS2	0	0	0	0	1	0	0	0	0	1	1	1
PASK	1	0	0	0	0	0	0	0	0	1	1	1
PATE2	0	0	0	0	1	0	0	0	0	1	1	1
PATL1	0	0	0	0	1	0	0	0	0	1	1	1
PAX1	0	0	0	0	1	0	0	0	0	1	1	1
PAX4	0	0	0	0	1	0	0	0	0	1	1	1
PAX9	0	0	0	0	1	0	0	0	0	1	1	1
PBDC1	0	0	0	0	1	0	0	0	0	1	1	1
PC	0	0	0	0	1	0	0	0	0	1	1	1
PCBD2	0	0	0	0	1	0	0	0	0	1	1	1
PCBP1	0	0	0	0	1	0	0	0	0	1	1	1
PCBP2	0	0	0	0	1	0	0	0	0	1	1	1
PCCA	0	0	0	0	1	0	0	0	0	1	1	1
PCDH17	0	0	0	0	1	0	0	0	0	1	1	1
PCDH19	1	0	0	0	0	0	0	0	0	1	1	1
PCDH9	0	0	0	0	1	0	0	0	0	1	1	1
PCDHA11	0	0	0	0	1	0	0	0	0	1	1	1
PCDHA3	0	0	0	0	1	0	0	0	0	1	1	1
PCDHA4	0	0	0	0	1	0	0	0	0	1	1	1
PCDHA7	0	0	0	0	1	0	0	0	0	1	1	1
PCDHA9	0	0	0	0	1	0	0	0	0	1	1	1
PCDHB1	0	0	0	0	1	0	0	0	0	1	1	1
PCDHB14	0	0	0	0	1	0	0	0	0	1	1	1
PCDHB16	0	0	0	0	1	0	0	0	0	1	1	1
PCDHB2	0	0	0	0	1	0	0	0	0	1	1	1
PCDHB4	0	0	0	0	1	0	0	0	0	1	1	1
PCDHB5	0	0	0	0	1	0	0	0	0	1	1	1
PCDHB6	0	0	0	0	1	0	0	0	0	1	1	1
PCDHGA10	0	0	0	0	1	0	0	0	0	1	1	1
PCDHGA12	0	0	0	0	1	0	0	0	0	1	1	1
PCDHGA2	0	0	0	0	0	1	0	0	0	1	1	1
PCDHGA5	0	0	0	0	1	0	0	0	0	1	1	1
PCDHGB1	0	0	0	0	1	0	0	0	0	1	1	1
PCDHGB5	0	0	0	0	1	0	0	0	0	1	1	1
PCDHGC3	0	0	0	0	1	0	0	0	0	1	1	1
PCDHGC4	0	0	0	0	1	0	0	0	0	1	1	1
PCDHGC5	0	0	0	0	0	1	0	0	0	1	1	1
PCED1A	0	0	0	0	1	0	0	0	0	1	1	1
PCGF2	0	0	0	0	1	0	0	0	0	1	1	1
PCGF5	1	0	0	0	0	0	0	0	0	1	1	1
PCIF1	1	0	0	0	0	0	0	0	0	1	1	1
PCMTD1	0	0	0	0	1	0	0	0	0	1	1	1
PCP4L1	1	0	0	0	0	0	0	0	0	1	1	1
PCSK1	0	0	0	0	1	0	0	0	0	1	1	1
PCSK5	0	0	0	0	1	0	0	0	0	1	1	1
PCTP	0	0	0	0	1	0	0	0	0	1	1	1
PCYOX1	0	0	0	0	1	0	0	0	0	1	1	1
PCYT1A	1	0	0	0	0	0	0	0	0	1	1	1
PDCD11	0	0	0	0	1	0	0	0	0	1	1	1
PDCD2	0	0	0	0	1	0	0	0	0	1	1	1
PDCD2L	0	0	0	0	0	0	0	1	0	1	1	1
PDCD5	0	0	0	0	1	0	0	0	0	1	1	1
PDCL	0	0	0	0	1	0	0	0	0	1	1	1
PDE12	1	0	0	0	0	0	0	0	0	1	1	1
PDE1C	1	0	0	0	0	0	0	0	0	1	1	1
PDE2A	0	0	0	0	1	0	0	0	0	1	1	1
PDE4B	0	0	0	0	1	0	0	0	0	1	1	1
PDE6C	0	0	0	0	1	0	0	0	0	1	1	1
PDE6G	0	0	0	0	1	0	0	0	0	1	1	1
PDE7B	0	0	0	0	1	0	0	0	0	1	1	1
PDHA1	0	1	0	0	0	0	0	0	0	1	1	1
PDHB	0	0	0	0	0	1	0	0	0	1	1	1
PDIA2	0	0	0	0	1	0	0	0	0	1	1	1
PDK1	0	0	0	0	1	0	0	0	0	1	1	1
PDK2	0	0	0	0	1	0	0	0	0	1	1	1
PDK4	1	0	0	0	0	0	0	0	0	1	1	1
PDLIM1	0	0	0	0	1	0	0	0	0	1	1	1
PDLIM5	0	0	0	0	1	0	0	0	0	1	1	1
PDP2	0	0	0	0	1	0	0	0	0	1	1	1
PDPN	0	0	0	0	1	0	0	0	0	1	1	1
PDPR	0	0	0	0	1	0	0	0	0	1	1	1
PDSS1	0	0	0	0	1	0	0	0	0	1	1	1
PDSS2	0	0	0	0	1	0	0	0	0	1	1	1
PDXK	1	0	0	0	0	0	0	0	0	1	1	1
PDYN	0	0	0	0	0	1	0	0	0	1	1	1
PDZD3	0	0	0	0	1	0	0	0	0	1	1	1
PDZD4	0	0	0	0	1	0	0	0	0	1	1	1
PDZRN4	0	0	0	0	1	0	0	0	0	1	1	1
PEA15	1	0	0	0	0	0	0	0	0	1	1	1
PEAR1	0	0	0	0	1	0	0	0	0	1	1	1
PEBP4	0	0	0	0	1	0	0	0	0	1	1	1
PECR	0	0	0	0	1	0	0	0	0	1	1	1
PEG10	1	0	0	0	0	0	0	0	0	1	1	1
PELI2	0	0	0	0	1	0	0	0	0	1	1	1
PELO	0	0	0	0	1	0	0	0	0	1	1	1
PELP1	1	0	0	0	0	0	0	0	0	1	1	1
PEPD	0	0	0	0	1	0	0	0	0	1	1	1
PER3	0	0	0	0	0	1	0	0	0	1	1	1
PERP	0	0	1	0	0	0	0	0	0	1	1	1
PEX1	0	0	1	0	0	0	0	0	0	1	1	1
PEX12	0	0	0	0	1	0	0	0	0	1	1	1
PEX2	0	0	0	0	1	0	0	0	0	1	1	1
PEX26	0	0	0	0	1	0	0	0	0	1	1	1
PEX5	0	0	0	0	1	0	0	0	0	1	1	1
PEX5L	0	0	0	0	1	0	0	0	0	1	1	1
PEX6	0	0	0	0	1	0	0	0	0	1	1	1
PEX7	0	0	0	0	1	0	0	0	0	1	1	1
PFDN4	0	0	0	0	1	0	0	0	0	1	1	1
PFDN5	0	0	0	0	1	0	0	0	0	1	1	1
PFDN6	0	0	0	0	1	0	0	0	0	1	1	1
PFKFB3	0	0	0	0	1	0	0	0	0	1	1	1
PFKL	0	0	0	0	1	0	0	0	0	1	1	1
PFKM	0	0	0	0	1	0	0	0	0	1	1	1
PFN4	0	0	0	0	1	0	0	0	0	1	1	1
PGAM1	0	0	0	0	1	0	0	0	0	1	1	1
PGAP1	0	0	0	0	1	0	0	0	0	1	1	1
PGAP3	0	0	0	0	1	0	0	0	0	1	1	1
PGAP6	0	0	0	0	1	0	0	0	0	1	1	1
PGBD1	0	0	0	0	1	0	0	0	0	1	1	1
PGBD4	0	0	0	0	1	0	0	0	0	1	1	1
PGC	0	0	0	0	1	0	0	0	0	1	1	1
PGF	0	0	0	0	0	0	0	1	0	1	1	1
PGGT1B	0	0	0	0	1	0	0	0	0	1	1	1
PGLS	0	0	0	0	1	0	0	0	0	1	1	1
PGM1	0	0	0	0	1	0	0	0	0	1	1	1
PGM5	0	0	0	0	1	0	0	0	0	1	1	1
PGPEP1	0	0	0	0	1	0	0	0	0	1	1	1
PGPEP1L	0	0	0	0	1	0	0	0	0	1	1	1
PGS1	0	0	0	0	1	0	0	0	0	1	1	1
PHACTR1	0	0	0	0	1	0	0	0	0	1	1	1
PHACTR4	0	0	0	0	0	1	0	0	0	1	1	1
PHAX	0	0	0	0	1	0	0	0	0	1	1	1
PHB2	0	0	0	0	1	0	0	0	0	1	1	1
PHC2	0	0	0	0	1	0	0	0	0	1	1	1
PHC3	1	0	0	0	0	0	0	0	0	1	1	1
PHF1	0	1	0	0	0	0	0	0	0	1	1	1
PHF21A	1	0	0	0	0	0	0	0	0	1	1	1
PHF5A	0	0	0	0	1	0	0	0	0	1	1	1
PHF6	0	0	0	0	1	0	0	0	0	1	1	1
PHF8	0	0	0	0	1	0	0	0	0	1	1	1
PHGDH	0	0	0	0	0	0	0	0	1	1	1	1
PHIP	0	0	0	0	1	0	0	0	0	1	1	1
PHKB	0	0	0	0	1	0	0	0	0	1	1	1
PHLDB3	0	0	0	0	1	0	0	0	0	1	1	1
PHLPP1	0	0	0	0	1	0	0	0	0	1	1	1
PHTF2	0	0	0	0	1	0	0	0	0	1	1	1
PHYH	0	0	0	0	1	0	0	0	0	1	1	1
PI15	0	0	0	0	1	0	0	0	0	1	1	1
PI16	0	0	0	0	1	0	0	0	0	1	1	1
PI4K2A	0	0	0	0	1	0	0	0	0	1	1	1
PICALM	0	0	1	0	0	0	0	0	0	1	1	1
PIDD1	0	0	0	0	1	0	0	0	0	1	1	1
PIF1	0	0	0	0	1	0	0	0	0	1	1	1
PIGB	0	0	0	0	1	0	0	0	0	1	1	1
PIGC	0	0	0	0	1	0	0	0	0	1	1	1
PIGK	0	0	0	0	1	0	0	0	0	1	1	1
PIGL	0	0	0	0	1	0	0	0	0	1	1	1
PIGM	0	0	0	0	1	0	0	0	0	1	1	1
PIGQ	0	0	0	0	1	0	0	0	0	1	1	1
PIGR	0	0	0	0	1	0	0	0	0	1	1	1
PIGV	1	0	0	0	0	0	0	0	0	1	1	1
PIGZ	0	0	0	0	0	1	0	0	0	1	1	1
PIK3C2A	0	0	0	0	1	0	0	0	0	1	1	1
PIK3C2G	0	0	0	0	1	0	0	0	0	1	1	1
PIK3R2	0	0	0	0	1	0	0	0	0	1	1	1
PILRB	0	0	0	0	0	1	0	0	0	1	1	1
PIM3	0	1	0	0	0	0	0	0	0	1	1	1
PIMREG	0	0	0	0	1	0	0	0	0	1	1	1
PIP4K2A	0	0	0	0	1	0	0	0	0	1	1	1
PIP4P2	1	0	0	0	0	0	0	0	0	1	1	1
PIP5K1C	0	0	0	0	1	0	0	0	0	1	1	1
PIRT	0	0	0	0	1	0	0	0	0	1	1	1
PITHD1	0	0	0	0	0	1	0	0	0	1	1	1
PITPNB	1	0	0	0	0	0	0	0	0	1	1	1
PIWIL3	1	0	0	0	0	0	0	0	0	1	1	1
PIWIL4	0	0	0	0	1	0	0	0	0	1	1	1
PJA2	0	0	0	0	1	0	0	0	0	1	1	1
PKDREJ	0	0	0	0	1	0	0	0	0	1	1	1
PKNOX1	0	0	0	0	1	0	0	0	0	1	1	1
PKP2	0	0	0	0	1	0	0	0	0	1	1	1
PLA1A	0	0	0	0	0	1	0	0	0	1	1	1
PLA2G4E	0	0	0	0	1	0	0	0	0	1	1	1
PLA2G4F	0	1	0	0	0	0	0	0	0	1	1	1
PLA2G7	0	0	0	0	1	0	0	0	0	1	1	1
PLAAT2	0	0	0	0	1	0	0	0	0	1	1	1
PLAAT3	0	0	0	0	1	0	0	0	0	1	1	1
PLAC8L1	0	0	0	0	1	0	0	0	0	1	1	1
PLAGL2	0	0	0	0	1	0	0	0	0	1	1	1
PLAUR	0	0	0	0	1	0	0	0	0	1	1	1
PLBD1	0	0	0	0	1	0	0	0	0	1	1	1
PLCB1	0	0	0	0	0	1	0	0	0	1	1	1
PLCB2	0	0	0	0	0	1	0	0	0	1	1	1
PLCB4	0	0	0	0	1	0	0	0	0	1	1	1
PLCD1	0	0	0	0	1	0	0	0	0	1	1	1
PLCD4	0	0	0	0	1	0	0	0	0	1	1	1
PLCG2	0	0	0	0	1	0	0	0	0	1	1	1
PLCH2	0	0	0	0	1	0	0	0	0	1	1	1
PLCXD2	0	0	0	0	1	0	0	0	0	1	1	1
PLD4	0	0	0	0	1	0	0	0	0	1	1	1
PLEKHA1	0	0	0	0	0	0	0	1	0	1	1	1
PLEKHA4	0	0	0	0	1	0	0	0	0	1	1	1
PLEKHF2	0	0	0	0	1	0	0	0	0	1	1	1
PLEKHG1	0	0	0	0	1	0	0	0	0	1	1	1
PLEKHG4	0	0	0	0	1	0	0	0	0	1	1	1
PLEKHG7	0	0	0	0	1	0	0	0	0	1	1	1
PLEKHH3	0	0	0	0	1	0	0	0	0	1	1	1
PLEKHJ1	0	0	0	0	1	0	0	0	0	1	1	1
PLEKHM1	0	0	0	0	1	0	0	0	0	1	1	1
PLEKHM2	0	0	0	0	1	0	0	0	0	1	1	1
PLEKHO2	0	0	0	0	1	0	0	0	0	1	1	1
PLEKHS1	0	0	0	0	1	0	0	0	0	1	1	1
PLIN2	0	0	0	0	1	0	0	0	0	1	1	1
PLIN3	0	0	0	0	1	0	0	0	0	1	1	1
PLK4	0	0	0	0	1	0	0	0	0	1	1	1
PLP2	0	1	0	0	0	0	0	0	0	1	1	1
PLPP1	0	0	0	0	0	1	0	0	0	1	1	1
PLPP2	0	0	0	0	1	0	0	0	0	1	1	1
PLPP3	0	0	0	0	1	0	0	0	0	1	1	1
PLPPR1	0	0	0	0	1	0	0	0	0	1	1	1
PLS1	0	0	0	0	1	0	0	0	0	1	1	1
PLSCR4	0	0	0	0	1	0	0	0	0	1	1	1
PLTP	0	0	0	0	1	0	0	0	0	1	1	1
PLVAP	0	0	0	0	1	0	0	0	0	1	1	1
PLXDC1	0	0	0	0	0	1	0	0	0	1	1	1
PLXNC1	0	0	0	0	1	0	0	0	0	1	1	1
PM20D1	0	0	0	0	0	0	0	0	1	1	1	1
PMEPA1	0	0	0	0	1	0	0	0	0	1	1	1
PMFBP1	0	0	0	0	0	1	0	0	0	1	1	1
PML	0	0	0	0	1	0	0	0	0	1	1	1
PMP2	0	0	0	0	1	0	0	0	0	1	1	1
PMP22	0	0	0	0	1	0	0	0	0	1	1	1
PMVK	0	0	0	0	1	0	0	0	0	1	1	1
PNKP	0	0	0	0	1	0	0	0	0	1	1	1
PNMA5	0	0	0	0	1	0	0	0	0	1	1	1
PNMA8A	0	0	0	0	1	0	0	0	0	1	1	1
PNPLA4	0	0	0	0	1	0	0	0	0	1	1	1
PNPLA7	0	1	0	0	0	0	0	0	0	1	1	1
PNRC2	0	0	0	0	1	0	0	0	0	1	1	1
POC1A	0	0	0	0	1	0	0	0	0	1	1	1
POC1B-GALNT4	0	0	0	0	1	0	0	0	0	1	1	1
PODN	0	0	0	0	1	0	0	0	0	1	1	1
PODXL	0	0	0	0	1	0	0	0	0	1	1	1
POGLUT1	0	0	0	0	1	0	0	0	0	1	1	1
POGZ	0	0	0	0	1	0	0	0	0	1	1	1
POLDIP2	1	0	0	0	0	0	0	0	0	1	1	1
POLM	0	0	0	0	1	0	0	0	0	1	1	1
POLR1E	0	0	0	0	1	0	0	0	0	1	1	1
POLR1F	0	0	0	0	1	0	0	0	0	1	1	1
POLR2E	0	0	0	0	1	0	0	0	0	1	1	1
POLR2I	0	0	0	0	1	0	0	0	0	1	1	1
POLR3A	0	0	0	0	1	0	0	0	0	1	1	1
POLR3C	0	0	0	0	1	0	0	0	0	1	1	1
POLR3G	0	0	0	0	1	0	0	0	0	1	1	1
POMT2	0	1	0	0	0	0	0	0	0	1	1	1
POP7	0	0	0	0	1	0	0	0	0	1	1	1
POPDC2	0	0	0	0	1	0	0	0	0	1	1	1
POR	0	0	0	0	1	0	0	0	0	1	1	1
PORCN	0	0	0	0	1	0	0	0	0	1	1	1
POSTN	0	0	0	0	1	0	0	0	0	1	1	1
POT1	0	0	0	0	0	0	0	1	0	1	1	1
POTEA	0	0	0	0	1	0	0	0	0	1	1	1
POTEM	0	0	0	0	1	0	0	0	0	1	1	1
POU1F1	0	0	0	0	1	0	0	0	0	1	1	1
POU2F1	0	0	0	0	1	0	0	0	0	1	1	1
POU3F4	0	0	0	0	1	0	0	0	0	1	1	1
POU5F1	0	0	0	0	1	0	0	0	0	1	1	1
PPA2	0	0	0	0	1	0	0	0	0	1	1	1
PPAN-P2RY11	0	0	0	0	1	0	0	0	0	1	1	1
PPARG	0	0	0	0	1	0	0	0	0	1	1	1
PPARGC1A	0	0	0	0	1	0	0	0	0	1	1	1
PPARGC1B	0	0	0	0	1	0	0	0	0	1	1	1
PPIC	0	0	0	0	1	0	0	0	0	1	1	1
PPIE	0	0	0	0	1	0	0	0	0	1	1	1
PPIL6	0	0	1	0	0	0	0	0	0	1	1	1
PPIP5K1	0	0	0	0	1	0	0	0	0	1	1	1
PPM1E	0	0	0	0	1	0	0	0	0	1	1	1
PPM1J	0	0	0	0	1	0	0	0	0	1	1	1
PPM1K	0	0	0	0	1	0	0	0	0	1	1	1
PPM1L	1	0	0	0	0	0	0	0	0	1	1	1
PPP1R12A	0	0	0	0	0	1	0	0	0	1	1	1
PPP1R12B	0	0	0	0	1	0	0	0	0	1	1	1
PPP1R13L	0	0	0	0	1	0	0	0	0	1	1	1
PPP1R14B	0	0	0	0	1	0	0	0	0	1	1	1
PPP1R16A	0	0	0	0	1	0	0	0	0	1	1	1
PPP1R18	0	0	0	0	1	0	0	0	0	1	1	1
PPP1R2	0	0	0	0	1	0	0	0	0	1	1	1
PPP1R26	0	0	0	0	1	0	0	0	0	1	1	1
PPP1R3C	1	0	0	0	0	0	0	0	0	1	1	1
PPP1R3D	0	0	0	0	1	0	0	0	0	1	1	1
PPP1R9B	0	0	0	0	1	0	0	0	0	1	1	1
PPP2CA	0	0	0	0	1	0	0	0	0	1	1	1
PPP2CB	0	0	0	0	0	1	0	0	0	1	1	1
PPP2R1B	1	0	0	0	0	0	0	0	0	1	1	1
PPP2R3A	0	0	0	0	1	0	0	0	0	1	1	1
PPP2R3B	1	0	0	0	0	0	0	0	0	1	1	1
PPP2R5B	0	0	0	0	1	0	0	0	0	1	1	1
PPP5C	0	0	0	0	1	0	0	0	0	1	1	1
PPP6R3	0	0	0	0	1	0	0	0	0	1	1	1
PRAME	0	0	0	0	1	0	0	0	0	1	1	1
PRAMEF1	0	0	0	0	1	0	0	0	0	1	1	1
PRAMEF19	0	0	0	0	1	0	0	0	0	1	1	1
PRAMEF4	0	0	0	0	1	0	0	0	0	1	1	1
PRAMEF6	0	0	0	0	1	0	0	0	0	1	1	1
PRB2	0	0	0	0	1	0	0	0	0	1	1	1
PRC1	0	0	0	0	1	0	0	0	0	1	1	1
PRDM11	0	0	0	0	1	0	0	0	0	1	1	1
PRDM12	0	0	0	0	1	0	0	0	0	1	1	1
PRDM13	0	0	0	0	1	0	0	0	0	1	1	1
PRDM15	0	0	0	0	0	0	0	1	0	1	1	1
PRDM2	1	0	0	0	0	0	0	0	0	1	1	1
PRDM7	0	0	0	0	1	0	0	0	0	1	1	1
PRDX1	0	0	0	0	1	0	0	0	0	1	1	1
PRDX5	0	0	0	0	1	0	0	0	0	1	1	1
PRELP	0	0	0	0	1	0	0	0	0	1	1	1
PREPL	0	0	0	0	1	0	0	0	0	1	1	1
PREX2	0	0	0	0	1	0	0	0	0	1	1	1
PRF1	0	0	0	0	1	0	0	0	0	1	1	1
PRICKLE2	0	0	0	0	1	0	0	0	0	1	1	1
PRIM2	0	0	0	0	1	0	0	0	0	1	1	1
PRKACB	0	0	0	0	1	0	0	0	0	1	1	1
PRKAR1A	0	0	0	0	1	0	0	0	0	1	1	1
PRKCD	0	0	0	0	0	1	0	0	0	1	1	1
PRKG2	0	0	0	0	1	0	0	0	0	1	1	1
PRKRA	0	0	0	0	1	0	0	0	0	1	1	1
PRL	0	0	0	0	1	0	0	0	0	1	1	1
PRLR	0	0	0	0	1	0	0	0	0	1	1	1
PRMT5	0	0	0	0	1	0	0	0	0	1	1	1
PRMT6	0	0	0	0	1	0	0	0	0	1	1	1
PRMT8	0	0	0	0	1	0	0	0	0	1	1	1
PRNP	0	0	0	0	1	0	0	0	0	1	1	1
PROCR	0	0	0	0	1	0	0	0	0	1	1	1
PROM2	0	0	0	0	1	0	0	0	0	1	1	1
PROP1	0	0	0	0	1	0	0	0	0	1	1	1
PROSER3	0	0	0	0	1	0	0	0	0	1	1	1
PROX2	0	0	0	0	1	0	0	0	0	1	1	1
PRPF31	0	0	0	0	1	0	0	0	0	1	1	1
PRPF38A	0	0	0	0	1	0	0	0	0	1	1	1
PRPF39	1	0	0	0	0	0	0	0	0	1	1	1
PRPF4B	0	0	0	0	1	0	0	0	0	1	1	1
PRPF6	0	0	0	0	1	0	0	0	0	1	1	1
PRPH2	0	0	0	0	1	0	0	0	0	1	1	1
PRPS1	0	0	0	0	1	0	0	0	0	1	1	1
PRPSAP2	0	0	0	0	1	0	0	0	0	1	1	1
PRR12	1	0	0	0	0	0	0	0	0	1	1	1
PRR16	0	0	0	0	1	0	0	0	0	1	1	1
PRR22	1	0	0	0	0	0	0	0	0	1	1	1
PRR23B	0	0	0	0	1	0	0	0	0	1	1	1
PRR27	0	0	0	0	1	0	0	0	0	1	1	1
PRRG3	0	0	0	0	1	0	0	0	0	1	1	1
PRRT1	0	0	0	0	1	0	0	0	0	1	1	1
PRRX1	0	0	0	0	1	0	0	0	0	1	1	1
PRSS16	0	0	0	0	1	0	0	0	0	1	1	1
PRSS3	0	0	0	0	1	0	0	0	0	1	1	1
PRSS33	0	0	0	0	1	0	0	0	0	1	1	1
PRSS36	0	0	0	0	1	0	0	0	0	1	1	1
PRSS37	0	0	0	0	1	0	0	0	0	1	1	1
PRSS38	0	0	0	0	0	0	0	1	0	1	1	1
PRSS48	0	0	0	0	1	0	0	0	0	1	1	1
PRSS55	0	0	0	0	1	0	0	0	0	1	1	1
PRTFDC1	0	0	0	0	1	0	0	0	0	1	1	1
PRX	0	0	0	0	1	0	0	0	0	1	1	1
PSAP	0	0	0	0	1	0	0	0	0	1	1	1
PSAPL1	0	0	0	0	1	0	0	0	0	1	1	1
PSAT1	0	0	0	0	1	0	0	0	0	1	1	1
PSD4	1	0	0	0	0	0	0	0	0	1	1	1
PSENEN	0	0	0	0	1	0	0	0	0	1	1	1
PSG11	0	0	0	0	1	0	0	0	0	1	1	1
PSG2	0	0	0	0	1	0	0	0	0	1	1	1
PSG5	0	0	0	0	1	0	0	0	0	1	1	1
PSG6	0	0	0	0	1	0	0	0	0	1	1	1
PSG9	1	0	0	0	0	0	0	0	0	1	1	1
PSKH1	0	0	0	0	1	0	0	0	0	1	1	1
PSKH2	0	0	0	0	0	1	0	0	0	1	1	1
PSMA3	0	1	0	0	0	0	0	0	0	1	1	1
PSMB10	0	0	0	0	1	0	0	0	0	1	1	1
PSMB4	0	1	0	0	0	0	0	0	0	1	1	1
PSMB5	0	0	0	0	1	0	0	0	0	1	1	1
PSMB7	0	0	0	0	1	0	0	0	0	1	1	1
PSMC1	0	0	0	0	1	0	0	0	0	1	1	1
PSMC6	0	0	0	0	1	0	0	0	0	1	1	1
PSMD1	0	0	0	0	1	0	0	0	0	1	1	1
PSMD12	0	0	0	0	1	0	0	0	0	1	1	1
PSMD3	0	0	0	0	1	0	0	0	0	1	1	1
PSMD4	0	0	0	0	1	0	0	0	0	1	1	1
PSME3	0	0	0	0	1	0	0	0	0	1	1	1
PSTK	0	0	0	0	0	1	0	0	0	1	1	1
PTBP1	0	0	0	0	1	0	0	0	0	1	1	1
PTBP2	0	0	0	0	1	0	0	0	0	1	1	1
PTCH1	0	0	0	0	1	0	0	0	0	1	1	1
PTCHD3	0	0	0	0	1	0	0	0	0	1	1	1
PTCHD4	0	0	0	0	1	0	0	0	0	1	1	1
PTDSS1	0	0	0	0	1	0	0	0	0	1	1	1
PTGDS	0	0	0	0	1	0	0	0	0	1	1	1
PTGER2	0	0	0	0	1	0	0	0	0	1	1	1
PTGER4	1	0	0	0	0	0	0	0	0	1	1	1
PTGES2	0	0	0	0	1	0	0	0	0	1	1	1
PTGES3L-AARSD1	0	0	0	0	1	0	0	0	0	1	1	1
